review_id,product_name,skin_type,rating,review_text,review_date,sentiment
827,Anti-Aging Eye Cream,Combination,3,The Anti-Aging Eye Cream works fine but nothing very noticeable yet.,2023-08-22,Neutral
828,Niacinamide Serum,Sensitive,2,My skin reacted badly after trying this Niacinamide Serum.,2023-10-16,Negative
829,Tea Tree Toner,Combination,5,I have been using this Tea Tree Toner for a few weeks and my skin feels smoother.,2021-08-18,Positive
830,Acne Control Gel,Sensitive,3,I tried this Acne Control Gel for a few days and results are average.,2024-01-27,Neutral
831,Acne Control Gel,Combination,1,I expected better results from this Acne Control Gel.,2022-08-06,Negative
832,Niacinamide Serum,Combination,3,I tried this Niacinamide Serum for a few days and results are average.,2022-02-10,Neutral
833,Anti-Aging Eye Cream,Dry,4,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2022-05-16,Positive
834,Tea Tree Toner,Oily,3,The Tea Tree Toner works fine but nothing very noticeable yet.,2022-02-26,Neutral
835,Anti-Aging Eye Cream,Normal,3,The Anti-Aging Eye Cream works fine but nothing very noticeable yet.,2022-08-11,Neutral
836,Hydrating Face Cream,Dry,3,This Hydrating Face Cream is okay but I am still unsure about the results.,2023-05-24,Neutral
837,Hydrating Face Cream,Combination,4,This Hydrating Face Cream feels lightweight and keeps my skin hydrated.,2022-12-18,Positive
838,Tea Tree Toner,Normal,1,After using this Tea Tree Toner my skin started feeling irritated.,2022-04-05,Negative
839,Hydrating Face Cream,Dry,2,I expected better results from this Hydrating Face Cream.,2023-02-26,Negative
840,Charcoal Face Wash,Oily,4,After regular use this Charcoal Face Wash improved my skin condition.,2022-07-08,Positive
841,Anti-Aging Eye Cream,Dry,3,This Anti-Aging Eye Cream is okay but I am still unsure about the results.,2021-04-22,Neutral
842,Charcoal Face Wash,Normal,3,The Charcoal Face Wash feels decent but I expected more improvement.,2023-01-19,Neutral
843,Anti-Aging Eye Cream,Dry,5,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2021-11-29,Positive
844,Acne Control Gel,Dry,4,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2023-10-27,Positive
845,Tea Tree Toner,Normal,5,After regular use this Tea Tree Toner improved my skin condition.,2021-01-31,Positive
846,Vitamin C Serum,Dry,3,The Vitamin C Serum works fine but nothing very noticeable yet.,2021-01-12,Neutral
847,Sunscreen SPF50,Combination,5,I have been using this Sunscreen SPF50 for a few weeks and my skin feels smoother.,2023-05-30,Positive
848,Aloe Vera Moisturizer,Sensitive,1,This Aloe Vera Moisturizer did not work well for my Sensitive skin.,2023-10-28,Negative
849,Sunscreen SPF50,Oily,3,The Sunscreen SPF50 works fine but nothing very noticeable yet.,2022-06-17,Neutral
850,Hydrating Face Cream,Combination,1,I expected better results from this Hydrating Face Cream.,2022-09-24,Negative
851,Hydrating Face Cream,Normal,1,The texture of this Hydrating Face Cream felt heavy and uncomfortable.,2021-12-19,Negative
852,Retinol Night Cream,Sensitive,5,I have been using this Retinol Night Cream for a few weeks and my skin feels smoother.,2021-04-04,Positive
853,Niacinamide Serum,Oily,1,This Niacinamide Serum did not work well for my Oily skin.,2021-03-23,Negative
854,Aloe Vera Moisturizer,Oily,5,This Aloe Vera Moisturizer works well for my Oily skin and absorbs quickly.,2022-03-06,Positive
855,Charcoal Face Wash,Combination,3,This Charcoal Face Wash is okay but I am still unsure about the results.,2023-08-15,Neutral
856,Vitamin C Serum,Dry,3,This Vitamin C Serum is okay but I am still unsure about the results.,2021-06-29,Neutral
857,Anti-Aging Eye Cream,Combination,1,I expected better results from this Anti-Aging Eye Cream.,2022-11-08,Negative
858,Sunscreen SPF50,Oily,3,The Sunscreen SPF50 feels decent but I expected more improvement.,2021-05-25,Positive
859,Vitamin C Serum,Normal,4,The texture of this Vitamin C Serum is nice and my skin looks healthier.,2023-09-28,Positive
860,Retinol Night Cream,Dry,5,After regular use this Retinol Night Cream improved my skin condition.,2023-08-28,Positive
861,Acne Control Gel,Dry,4,After regular use this Acne Control Gel improved my skin condition.,2021-02-21,Positive
862,Acne Control Gel,Normal,1,After using this Acne Control Gel my skin started feeling irritated.,2022-10-22,Negative
863,Sunscreen SPF50,Oily,5,The texture of this Sunscreen SPF50 is nice and my skin looks healthier.,2023-01-22,Positive
864,Charcoal Face Wash,Combination,5,After regular use this Charcoal Face Wash improved my skin condition.,2021-09-28,Positive
865,Hydrating Face Cream,Normal,1,This Hydrating Face Cream did not work well for my Normal skin.,2022-06-18,Negative
866,Hydrating Face Cream,Oily,1,After using this Hydrating Face Cream my skin started feeling irritated.,2022-12-26,Positive
867,Hydrating Face Cream,Combination,2,I expected better results from this Hydrating Face Cream.,2024-03-04,Negative
868,Anti-Aging Eye Cream,Dry,5,This Anti-Aging Eye Cream works well for my Dry skin and absorbs quickly.,2021-09-16,Positive
869,Aloe Vera Moisturizer,Combination,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2022-07-23,Neutral
870,Anti-Aging Eye Cream,Dry,3,The Anti-Aging Eye Cream feels decent but I expected more improvement.,2022-01-15,Neutral
871,Vitamin C Serum,Normal,5,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2023-11-26,Positive
872,Niacinamide Serum,Dry,2,My skin reacted badly after trying this Niacinamide Serum.,2022-08-24,Negative
873,Charcoal Face Wash,Oily,2,The texture of this Charcoal Face Wash felt heavy and uncomfortable.,2022-03-13,Negative
874,Niacinamide Serum,Combination,2,The texture of this Niacinamide Serum felt heavy and uncomfortable.,2023-01-09,Negative
875,Sunscreen SPF50,Dry,2,The texture of this Sunscreen SPF50 felt heavy and uncomfortable.,2021-02-04,Negative
876,Retinol Night Cream,Normal,5,The texture of this Retinol Night Cream is nice and my skin looks healthier.,2023-12-11,Negative
877,Retinol Night Cream,Dry,4,After regular use this Retinol Night Cream improved my skin condition.,2022-01-16,Positive
878,Niacinamide Serum,Oily,5,The texture of this Niacinamide Serum is nice and my skin looks healthier.,2022-11-26,Positive
879,Charcoal Face Wash,Sensitive,5,This Charcoal Face Wash works well for my Sensitive skin and absorbs quickly.,2022-01-11,Positive
880,Acne Control Gel,Combination,5,This Acne Control Gel works well for my Combination skin and absorbs quickly.,2021-04-21,Positive
881,Charcoal Face Wash,Sensitive,4,The texture of this Charcoal Face Wash is nice and my skin looks healthier.,2022-07-11,Positive
882,Niacinamide Serum,Normal,5,This Niacinamide Serum feels lightweight and keeps my skin hydrated.,2023-03-14,Positive
883,Charcoal Face Wash,Dry,5,I have been using this Charcoal Face Wash for a few weeks and my skin feels smoother.,2022-10-20,Positive
884,Aloe Vera Moisturizer,Dry,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2022-02-28,Neutral
885,Vitamin C Serum,Normal,3,This Vitamin C Serum seems fine for daily use so far.,2021-07-21,Neutral
886,Sunscreen SPF50,Dry,5,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2024-03-16,Positive
887,Aloe Vera Moisturizer,Normal,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2023-08-01,Neutral
888,Hydrating Face Cream,Dry,5,The texture of this Hydrating Face Cream is nice and my skin looks healthier.,2021-02-01,Positive
889,Sunscreen SPF50,Oily,4,After regular use this Sunscreen SPF50 improved my skin condition.,2023-05-16,Positive
890,Sunscreen SPF50,Combination,3,The Sunscreen SPF50 feels decent but I expected more improvement.,2023-12-01,Neutral
891,Anti-Aging Eye Cream,Combination,5,After regular use this Anti-Aging Eye Cream improved my skin condition.,2021-04-22,Positive
892,Charcoal Face Wash,Sensitive,4,This Charcoal Face Wash feels lightweight and keeps my skin hydrated.,2023-08-20,Positive
893,Anti-Aging Eye Cream,Sensitive,5,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2023-06-21,Positive
894,Hydrating Face Cream,Combination,3,The Hydrating Face Cream works fine but nothing very noticeable yet.,2021-05-19,Neutral
895,Hydrating Face Cream,Oily,5,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2023-07-22,Positive
896,Retinol Night Cream,Combination,3,The Retinol Night Cream works fine but nothing very noticeable yet.,2023-12-18,Neutral
897,Niacinamide Serum,Oily,4,This Niacinamide Serum feels lightweight and keeps my skin hydrated.,2023-03-05,Positive
898,Aloe Vera Moisturizer,Combination,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2022-08-05,Neutral
899,Hydrating Face Cream,Normal,1,I expected better results from this Hydrating Face Cream.,2023-12-26,Negative
900,Aloe Vera Moisturizer,Dry,5,I have been using this Aloe Vera Moisturizer for a few weeks and my skin feels smoother.,2021-02-16,Positive
901,Aloe Vera Moisturizer,Dry,3,The Aloe Vera Moisturizer works fine but nothing very noticeable yet.,2022-02-09,Neutral
902,Anti-Aging Eye Cream,Sensitive,4,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2023-07-26,Positive
903,Acne Control Gel,Combination,1,After using this Acne Control Gel my skin started feeling irritated.,2022-10-19,Negative
904,Charcoal Face Wash,Oily,3,The Charcoal Face Wash feels decent but I expected more improvement.,2024-01-15,Neutral
905,Acne Control Gel,Oily,3,The Acne Control Gel works fine but nothing very noticeable yet.,2023-10-25,Neutral
906,Acne Control Gel,Normal,2,My skin reacted badly after trying this Acne Control Gel.,2023-12-31,Negative
907,Acne Control Gel,Sensitive,1,After using this Acne Control Gel my skin started feeling irritated.,2022-09-09,Negative
908,Sunscreen SPF50,Normal,1,My skin reacted badly after trying this Sunscreen SPF50.,2022-10-17,Negative
909,Tea Tree Toner,Dry,2,I expected better results from this Tea Tree Toner.,2021-12-03,Negative
910,Vitamin C Serum,Oily,4,This Vitamin C Serum feels lightweight and keeps my skin hydrated.,2023-11-15,Positive
911,Acne Control Gel,Combination,1,After using this Acne Control Gel my skin started feeling irritated.,2023-12-03,Negative
912,Vitamin C Serum,Oily,3,The Vitamin C Serum works fine but nothing very noticeable yet.,2023-07-19,Neutral
913,Anti-Aging Eye Cream,Dry,2,This Anti-Aging Eye Cream did not work well for my Dry skin.,2022-11-25,Negative
914,Tea Tree Toner,Oily,4,The texture of this Tea Tree Toner is nice and my skin looks healthier.,2021-02-16,Positive
915,Tea Tree Toner,Oily,5,The texture of this Tea Tree Toner is nice and my skin looks healthier.,2021-06-28,Positive
916,Sunscreen SPF50,Sensitive,3,I tried this Sunscreen SPF50 for a few days and results are average.,2021-01-12,Neutral
917,Vitamin C Serum,Combination,5,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2021-10-21,Positive
918,Charcoal Face Wash,Normal,3,The Charcoal Face Wash feels decent but I expected more improvement.,2022-03-28,Neutral
919,Retinol Night Cream,Combination,1,My skin reacted badly after trying this Retinol Night Cream.,2022-09-18,Negative
920,Charcoal Face Wash,Oily,5,This Charcoal Face Wash works well for my Oily skin and absorbs quickly.,2023-01-25,Positive
921,Niacinamide Serum,Normal,4,After regular use this Niacinamide Serum improved my skin condition.,2023-01-02,Positive
922,Charcoal Face Wash,Dry,5,After regular use this Charcoal Face Wash improved my skin condition.,2021-11-12,Positive
923,Charcoal Face Wash,Dry,3,This Charcoal Face Wash seems fine for daily use so far.,2022-02-10,Neutral
924,Sunscreen SPF50,Combination,3,This Sunscreen SPF50 is okay but I am still unsure about the results.,2022-12-15,Neutral
925,Hydrating Face Cream,Sensitive,4,This Hydrating Face Cream feels lightweight and keeps my skin hydrated.,2021-01-04,Positive
926,Retinol Night Cream,Combination,1,This Retinol Night Cream did not work well for my Combination skin.,2021-12-15,Negative
927,Retinol Night Cream,Oily,2,The texture of this Retinol Night Cream felt heavy and uncomfortable.,2023-06-14,Negative
928,Sunscreen SPF50,Oily,4,This Sunscreen SPF50 works well for my Oily skin and absorbs quickly.,2023-06-08,Positive
929,Charcoal Face Wash,Combination,4,This Charcoal Face Wash works well for my Combination skin and absorbs quickly.,2024-04-15,Positive
930,Anti-Aging Eye Cream,Dry,3,This Anti-Aging Eye Cream seems fine for daily use so far.,2021-07-23,Neutral
931,Vitamin C Serum,Dry,3,This Vitamin C Serum seems fine for daily use so far.,2023-06-11,Neutral
932,Sunscreen SPF50,Combination,3,This Sunscreen SPF50 seems fine for daily use so far.,2024-03-19,Neutral
933,Acne Control Gel,Combination,4,After regular use this Acne Control Gel improved my skin condition.,2021-11-19,Positive
934,Retinol Night Cream,Dry,4,I have been using this Retinol Night Cream for a few weeks and my skin feels smoother.,2021-04-14,Positive
935,Sunscreen SPF50,Dry,5,The texture of this Sunscreen SPF50 is nice and my skin looks healthier.,2022-06-23,Positive
936,Niacinamide Serum,Dry,5,The texture of this Niacinamide Serum is nice and my skin looks healthier.,2022-05-12,Positive
937,Charcoal Face Wash,Oily,1,After using this Charcoal Face Wash my skin started feeling irritated.,2021-08-10,Negative
938,Niacinamide Serum,Sensitive,1,This Niacinamide Serum did not work well for my Sensitive skin.,2022-10-04,Negative
939,Charcoal Face Wash,Sensitive,3,This Charcoal Face Wash seems fine for daily use so far.,2022-10-02,Neutral
940,Charcoal Face Wash,Oily,3,This Charcoal Face Wash seems fine for daily use so far.,2023-06-15,Neutral
941,Tea Tree Toner,Normal,2,The texture of this Tea Tree Toner felt heavy and uncomfortable.,2023-04-13,Negative
942,Charcoal Face Wash,Dry,3,This Charcoal Face Wash seems fine for daily use so far.,2024-03-23,Neutral
943,Sunscreen SPF50,Normal,3,This Sunscreen SPF50 is okay but I am still unsure about the results.,2023-06-02,Neutral
944,Vitamin C Serum,Oily,4,After regular use this Vitamin C Serum improved my skin condition.,2023-08-21,Positive
945,Acne Control Gel,Combination,3,The Acne Control Gel works fine but nothing very noticeable yet.,2023-03-17,Neutral
946,Vitamin C Serum,Combination,5,After regular use this Vitamin C Serum improved my skin condition.,2022-04-20,Positive
947,Aloe Vera Moisturizer,Oily,5,I have been using this Aloe Vera Moisturizer for a few weeks and my skin feels smoother.,2022-09-19,Neutral
948,Anti-Aging Eye Cream,Dry,5,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2023-01-26,Negative
949,Acne Control Gel,Normal,5,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2021-08-30,Positive
950,Anti-Aging Eye Cream,Sensitive,5,After regular use this Anti-Aging Eye Cream improved my skin condition.,2022-04-13,Positive
951,Charcoal Face Wash,Dry,5,After regular use this Charcoal Face Wash improved my skin condition.,2024-02-14,Positive
952,Retinol Night Cream,Oily,3,The Retinol Night Cream feels decent but I expected more improvement.,2022-02-20,Neutral
953,Acne Control Gel,Sensitive,5,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2023-11-30,Positive
954,Acne Control Gel,Sensitive,4,The texture of this Acne Control Gel is nice and my skin looks healthier.,2021-02-04,Positive
955,Charcoal Face Wash,Oily,5,After regular use this Charcoal Face Wash improved my skin condition.,2023-06-20,Positive
956,Hydrating Face Cream,Oily,2,After using this Hydrating Face Cream my skin started feeling irritated.,2021-02-09,Negative
957,Charcoal Face Wash,Combination,4,After regular use this Charcoal Face Wash improved my skin condition.,2023-10-29,Positive
958,Sunscreen SPF50,Oily,1,My skin reacted badly after trying this Sunscreen SPF50.,2021-05-25,Negative
959,Acne Control Gel,Combination,2,The texture of this Acne Control Gel felt heavy and uncomfortable.,2022-05-09,Negative
960,Aloe Vera Moisturizer,Oily,3,This Aloe Vera Moisturizer is okay but I am still unsure about the results.,2023-04-17,Neutral
961,Retinol Night Cream,Normal,4,I have been using this Retinol Night Cream for a few weeks and my skin feels smoother.,2024-03-17,Positive
962,Sunscreen SPF50,Normal,2,I expected better results from this Sunscreen SPF50.,2024-03-22,Negative
963,Charcoal Face Wash,Oily,5,This Charcoal Face Wash feels lightweight and keeps my skin hydrated.,2022-07-17,Positive
964,Anti-Aging Eye Cream,Oily,5,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2023-01-26,Positive
965,Hydrating Face Cream,Combination,3,This Hydrating Face Cream seems fine for daily use so far.,2022-09-23,Neutral
966,Aloe Vera Moisturizer,Dry,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2022-05-09,Neutral
967,Charcoal Face Wash,Sensitive,4,This Charcoal Face Wash feels lightweight and keeps my skin hydrated.,2024-01-27,Positive
968,Acne Control Gel,Normal,4,The texture of this Acne Control Gel is nice and my skin looks healthier.,2022-02-02,Positive
969,Charcoal Face Wash,Sensitive,5,I have been using this Charcoal Face Wash for a few weeks and my skin feels smoother.,2021-08-02,Positive
970,Acne Control Gel,Sensitive,3,This Acne Control Gel seems fine for daily use so far.,2021-03-30,Neutral
971,Sunscreen SPF50,Sensitive,4,After regular use this Sunscreen SPF50 improved my skin condition.,2024-02-25,Positive
972,Retinol Night Cream,Sensitive,3,The Retinol Night Cream feels decent but I expected more improvement.,2022-01-20,Neutral
973,Charcoal Face Wash,Dry,2,I expected better results from this Charcoal Face Wash.,2022-05-08,Positive
974,Hydrating Face Cream,Normal,2,I expected better results from this Hydrating Face Cream.,2023-07-30,Negative
975,Niacinamide Serum,Combination,4,The texture of this Niacinamide Serum is nice and my skin looks healthier.,2021-12-29,Positive
976,Acne Control Gel,Oily,4,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2021-07-29,Positive
977,Anti-Aging Eye Cream,Dry,4,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2022-11-05,Positive
978,Retinol Night Cream,Combination,5,This Retinol Night Cream works well for my Combination skin and absorbs quickly.,2023-06-11,Positive
979,Sunscreen SPF50,Sensitive,3,The Sunscreen SPF50 feels decent but I expected more improvement.,2023-02-08,Neutral
980,Vitamin C Serum,Oily,2,This Vitamin C Serum did not work well for my Oily skin.,2021-02-19,Negative
981,Tea Tree Toner,Oily,3,The Tea Tree Toner feels decent but I expected more improvement.,2023-10-30,Neutral
982,Hydrating Face Cream,Dry,3,The Hydrating Face Cream works fine but nothing very noticeable yet.,2023-02-02,Neutral
983,Tea Tree Toner,Oily,1,After using this Tea Tree Toner my skin started feeling irritated.,2023-09-21,Negative
984,Anti-Aging Eye Cream,Dry,2,This Anti-Aging Eye Cream did not work well for my Dry skin.,2023-03-29,Negative
985,Acne Control Gel,Dry,5,This Acne Control Gel feels lightweight and keeps my skin hydrated.,2022-02-01,Positive
986,Retinol Night Cream,Normal,3,This Retinol Night Cream is okay but I am still unsure about the results.,2023-01-31,Neutral
987,Anti-Aging Eye Cream,Oily,5,The texture of this Anti-Aging Eye Cream is nice and my skin looks healthier.,2023-05-31,Positive
988,Anti-Aging Eye Cream,Sensitive,3,The Anti-Aging Eye Cream feels decent but I expected more improvement.,2022-10-13,Neutral
989,Hydrating Face Cream,Normal,4,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2021-09-19,Positive
990,Sunscreen SPF50,Dry,4,The texture of this Sunscreen SPF50 is nice and my skin looks healthier.,2023-07-02,Positive
991,Niacinamide Serum,Oily,3,The Niacinamide Serum works fine but nothing very noticeable yet.,2021-04-29,Neutral
992,Acne Control Gel,Sensitive,4,After regular use this Acne Control Gel improved my skin condition.,2023-04-24,Neutral
993,Anti-Aging Eye Cream,Oily,3,The Anti-Aging Eye Cream works fine but nothing very noticeable yet.,2024-04-15,Neutral
994,Charcoal Face Wash,Dry,5,After regular use this Charcoal Face Wash improved my skin condition.,2023-11-01,Positive
995,Vitamin C Serum,Combination,4,After regular use this Vitamin C Serum improved my skin condition.,2021-01-25,Positive
996,Vitamin C Serum,Oily,2,The texture of this Vitamin C Serum felt heavy and uncomfortable.,2023-02-05,Negative
997,Hydrating Face Cream,Normal,4,The texture of this Hydrating Face Cream is nice and my skin looks healthier.,2022-06-20,Positive
998,Charcoal Face Wash,Normal,2,The texture of this Charcoal Face Wash felt heavy and uncomfortable.,2021-07-20,Negative
999,Charcoal Face Wash,Oily,3,The Charcoal Face Wash feels decent but I expected more improvement.,2021-02-20,Neutral
1000,Hydrating Face Cream,Normal,3,I tried this Hydrating Face Cream for a few days and results are average.,2022-07-21,Neutral
1001,Vitamin C Serum,Sensitive,2,This Vitamin C Serum did not work well for my Sensitive skin.,2023-02-15,Negative
1002,Hydrating Face Cream,Combination,3,This Hydrating Face Cream seems fine for daily use so far.,2022-11-11,Neutral
1003,Retinol Night Cream,Normal,5,This Retinol Night Cream feels lightweight and keeps my skin hydrated.,2024-03-05,Positive
1004,Vitamin C Serum,Sensitive,3,This Vitamin C Serum seems fine for daily use so far.,2024-04-03,Neutral
1005,Acne Control Gel,Normal,1,I expected better results from this Acne Control Gel.,2021-01-29,Negative
1006,Acne Control Gel,Combination,1,After using this Acne Control Gel my skin started feeling irritated.,2021-12-04,Negative
1007,Retinol Night Cream,Dry,2,This Retinol Night Cream did not work well for my Dry skin.,2021-10-18,Negative
1008,Hydrating Face Cream,Dry,3,The Hydrating Face Cream feels decent but I expected more improvement.,2021-11-11,Neutral
1009,Niacinamide Serum,Dry,2,I expected better results from this Niacinamide Serum.,2023-10-07,Neutral
1010,Vitamin C Serum,Oily,5,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2021-05-12,Positive
1011,Aloe Vera Moisturizer,Combination,4,After regular use this Aloe Vera Moisturizer improved my skin condition.,2024-01-15,Positive
1012,Vitamin C Serum,Normal,1,The texture of this Vitamin C Serum felt heavy and uncomfortable.,2021-09-05,Negative
1013,Sunscreen SPF50,Dry,1,This Sunscreen SPF50 did not work well for my Dry skin.,2021-07-19,Neutral
1014,Acne Control Gel,Sensitive,3,I tried this Acne Control Gel for a few days and results are average.,2021-09-22,Neutral
1015,Acne Control Gel,Combination,1,The texture of this Acne Control Gel felt heavy and uncomfortable.,2024-03-06,Negative
1016,Niacinamide Serum,Combination,1,My skin reacted badly after trying this Niacinamide Serum.,2023-02-01,Negative
1017,Acne Control Gel,Dry,3,This Acne Control Gel is okay but I am still unsure about the results.,2021-09-07,Neutral
1018,Sunscreen SPF50,Combination,2,I expected better results from this Sunscreen SPF50.,2022-08-01,Negative
1019,Niacinamide Serum,Normal,4,I have been using this Niacinamide Serum for a few weeks and my skin feels smoother.,2022-01-04,Positive
1020,Acne Control Gel,Dry,4,I have been using this Acne Control Gel for a few weeks and my skin feels smoother.,2023-04-02,Positive
1021,Hydrating Face Cream,Dry,5,I have been using this Hydrating Face Cream for a few weeks and my skin feels smoother.,2021-08-28,Positive
1022,Vitamin C Serum,Sensitive,5,This Vitamin C Serum works well for my Sensitive skin and absorbs quickly.,2023-07-19,Positive
1023,Anti-Aging Eye Cream,Combination,3,The Anti-Aging Eye Cream works fine but nothing very noticeable yet.,2021-05-18,Neutral
1024,Retinol Night Cream,Sensitive,4,I have been using this Retinol Night Cream for a few weeks and my skin feels smoother.,2023-06-30,Positive
1025,Retinol Night Cream,Dry,2,The texture of this Retinol Night Cream felt heavy and uncomfortable.,2021-07-03,Negative
1026,Hydrating Face Cream,Sensitive,5,After regular use this Hydrating Face Cream improved my skin condition.,2022-06-14,Positive
1027,Charcoal Face Wash,Oily,5,This Charcoal Face Wash works well for my Oily skin and absorbs quickly.,2021-01-13,Positive
1028,Niacinamide Serum,Sensitive,2,I expected better results from this Niacinamide Serum.,2024-02-15,Negative
1029,Hydrating Face Cream,Sensitive,3,I tried this Hydrating Face Cream for a few days and results are average.,2021-09-20,Neutral
1030,Retinol Night Cream,Combination,3,The Retinol Night Cream feels decent but I expected more improvement.,2023-09-06,Neutral
1031,Tea Tree Toner,Normal,4,The texture of this Tea Tree Toner is nice and my skin looks healthier.,2021-02-21,Positive
1032,Retinol Night Cream,Normal,1,I expected better results from this Retinol Night Cream.,2021-02-11,Negative
1033,Niacinamide Serum,Sensitive,1,After using this Niacinamide Serum my skin started feeling irritated.,2022-03-30,Negative
1034,Retinol Night Cream,Sensitive,5,The texture of this Retinol Night Cream is nice and my skin looks healthier.,2023-01-19,Positive
1035,Charcoal Face Wash,Oily,4,The texture of this Charcoal Face Wash is nice and my skin looks healthier.,2023-07-05,Positive
1036,Charcoal Face Wash,Combination,3,The Charcoal Face Wash works fine but nothing very noticeable yet.,2023-11-05,Neutral
1037,Anti-Aging Eye Cream,Sensitive,5,After regular use this Anti-Aging Eye Cream improved my skin condition.,2023-07-03,Positive
1038,Vitamin C Serum,Sensitive,3,The Vitamin C Serum works fine but nothing very noticeable yet.,2021-11-22,Neutral
1039,Vitamin C Serum,Combination,4,I have been using this Vitamin C Serum for a few weeks and my skin feels smoother.,2022-09-04,Positive
1040,Niacinamide Serum,Normal,3,This Niacinamide Serum is okay but I am still unsure about the results.,2021-12-20,Positive
1041,Sunscreen SPF50,Oily,5,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2021-10-18,Positive
1042,Anti-Aging Eye Cream,Combination,3,The Anti-Aging Eye Cream works fine but nothing very noticeable yet.,2021-06-11,Neutral
1043,Niacinamide Serum,Combination,5,After regular use this Niacinamide Serum improved my skin condition.,2022-04-23,Positive
1044,Retinol Night Cream,Dry,3,The Retinol Night Cream works fine but nothing very noticeable yet.,2023-07-18,Neutral
1045,Aloe Vera Moisturizer,Dry,3,The Aloe Vera Moisturizer feels decent but I expected more improvement.,2021-05-14,Neutral
1046,Sunscreen SPF50,Combination,1,I expected better results from this Sunscreen SPF50.,2021-07-25,Negative
1047,Anti-Aging Eye Cream,Combination,5,This Anti-Aging Eye Cream feels lightweight and keeps my skin hydrated.,2023-06-02,Neutral
1048,Aloe Vera Moisturizer,Combination,3,This Aloe Vera Moisturizer seems fine for daily use so far.,2022-09-04,Neutral
1049,Sunscreen SPF50,Combination,3,The Sunscreen SPF50 feels decent but I expected more improvement.,2023-02-15,Neutral
1050,Hydrating Face Cream,Oily,3,This Hydrating Face Cream is okay but I am still unsure about the results.,2023-03-07,Neutral
1051,Aloe Vera Moisturizer,Sensitive,4,This Aloe Vera Moisturizer feels lightweight and keeps my skin hydrated.,2021-03-16,Positive
1052,Niacinamide Serum,Dry,5,I have been using this Niacinamide Serum for a few weeks and my skin feels smoother.,2021-10-08,Positive
1053,Niacinamide Serum,Normal,3,The Niacinamide Serum works fine but nothing very noticeable yet.,2023-10-05,Neutral
1054,Tea Tree Toner,Dry,2,This Tea Tree Toner did not work well for my Dry skin.,2021-02-15,Negative
1055,Hydrating Face Cream,Combination,4,This Hydrating Face Cream works well for my Combination skin and absorbs quickly.,2022-08-08,Positive
1056,Hydrating Face Cream,Combination,1,This Hydrating Face Cream did not work well for my Combination skin.,2023-11-21,Negative
1057,Charcoal Face Wash,Combination,3,The Charcoal Face Wash feels decent but I expected more improvement.,2022-08-04,Neutral
1058,Anti-Aging Eye Cream,Combination,4,I have been using this Anti-Aging Eye Cream for a few weeks and my skin feels smoother.,2022-10-20,Positive
1059,Sunscreen SPF50,Sensitive,4,The texture of this Sunscreen SPF50 is nice and my skin looks healthier.,2022-09-25,Positive
1060,Retinol Night Cream,Oily,3,I tried this Retinol Night Cream for a few days and results are average.,2023-01-19,Neutral
1061,Hydrating Face Cream,Combination,4,This Hydrating Face Cream feels lightweight and keeps my skin hydrated.,2021-06-27,Positive
1062,Tea Tree Toner,Sensitive,3,I tried this Tea Tree Toner for a few days and results are average.,2021-03-29,Neutral
1063,Aloe Vera Moisturizer,Sensitive,1,I expected better results from this Aloe Vera Moisturizer.,2022-11-06,Negative
1064,Acne Control Gel,Dry,1,My skin reacted badly after trying this Acne Control Gel.,2022-05-23,Negative
1065,Sunscreen SPF50,Oily,4,This Sunscreen SPF50 feels lightweight and keeps my skin hydrated.,2023-10-10,Positive
1066,Aloe Vera Moisturizer,Sensitive,4,I have been using this Aloe Vera Moisturizer for a few weeks and my skin feels smoother.,2022-04-18,Positive
1067,Charcoal Face Wash,Normal,1,This Charcoal Face Wash did not work well for my Normal skin.,2021-03-26,Negative
1068,Hydrating Face Cream,Combination,4,After regular use this Hydrating Face Cream improved my skin condition.,2021-12-24,Positive
1069,Hydrating Face Cream,Normal,3,The Hydrating Face Cream feels decent but I expected more improvement.,2022-03-22,Neutral
